ts_recv,symbol,bid_px_00,ask_px_00,raw_symbol,bid_px,ask_px
2024-04-04 22:00:00.030645770+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.030674513+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.030758151+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.031940820+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.032054251+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.032445596+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.035534113+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036206477+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036214100+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036316062+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036323798+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036335625+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036428499+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036536579+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.036580697+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.041730879+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.041840464+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.041855158+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.052784111+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.052791038+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.053009230+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.053017166+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.053110967+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.053119742+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.053256473+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.053262668+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.053289450+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.053352117+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.053394437+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.053447274+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.054455864+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.058040985+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.058047615+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.067044042+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.067052023+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.067352651+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.071860712+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.084959686+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.092834938+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.092940841+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.096346057+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.103273993+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116068547+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116075807+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116185792+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116259333+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116374407+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116720775+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.116728152+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.116839770+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.116921662+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.117023777+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.117119088+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.117258271+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.117269765+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.117269765+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.117358144+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117469301+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117475517+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117590642+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117844674+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117872034+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117993225+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.117999170+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118012149+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118024257+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118127903+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118152919+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118158627+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.118271377+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.128874995+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.129207488+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.155776894+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.155783683+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.155899468+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.155999612+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.156013512+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.156853531+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.156860309+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.165902231+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.185088761+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.185199974+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.298940685+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.298947648+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.353565363+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.353572756+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.355322812+00:00,ESM4 C5790,2.2,2.8,ESM4 C5790,2.2,2.8
2024-04-04 22:00:00.356758560+00:00,ESM4 C5660,6.5,7.15,ESM4 C5660,6.5,7.15
2024-04-04 22:00:00.359813137+00:00,ESM4,5200.75,5201.0,ESM4,5200.75,5201.0
2024-04-04 22:00:00.359835522+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.359835522+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.359835522+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.359907808+00:00,ESM4,5200.75,5201.25,ESM4,5200.75,5201.25
2024-04-04 22:00:00.360225480+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.360340415+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.360347522+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.361490972+00:00,ESM4 P4500,11.5,18.25,ESM4 P4500,11.5,18.25
2024-04-04 22:00:00.363261538+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.363268675+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.363637212+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.363835959+00:00,ESM4 P4250,10.0,11.0,ESM4 P4250,10.0,11.0
2024-04-04 22:00:00.365510277+00:00,ESM4 P3150,1.85,2.4,ESM4 P3150,1.85,2.4
2024-04-04 22:00:00.366185529+00:00,ESM4 C5825,1.65,2.2,ESM4 C5825,1.65,2.2
2024-04-04 22:00:00.367326523+00:00,ESM4 P2100,0.1,0.65,ESM4 P2100,0.1,0.65
2024-04-04 22:00:00.367730304+00:00,ESM4 C5770,2.65,3.2,ESM4 C5770,2.65,3.2
2024-04-04 22:00:00.369199152+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.369205695+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.377951761+00:00,ESM4 P2800,0.85,1.4,ESM4 P2800,0.85,1.4
2024-04-04 22:00:00.378185185+00:00,ESM4 C5900,0.85,1.4,ESM4 C5900,0.85,1.4
2024-04-04 22:00:00.378659840+00:00,ESM4 P2700,0.7,1.25,ESM4 P2700,0.7,1.25
2024-04-04 22:00:00.379476318+00:00,ESM4 C5675,5.75,6.4,ESM4 C5675,5.75,6.4
2024-04-04 22:00:00.384149529+00:00,ESM4 P3000,1.25,1.8,ESM4 P3000,1.25,1.8
2024-04-04 22:00:00.392504515+00:00,ESM4 P2850,0.95,1.5,ESM4 P2850,0.95,1.5
2024-04-04 22:00:00.396750608+00:00,ESM4 P4000,6.55,7.1,ESM4 P4000,6.55,7.1
2024-04-04 22:00:00.396750608+00:00,ESM4 P2500,0.45,1.0,ESM4 P2500,0.45,1.0
2024-04-04 22:00:00.398234718+00:00,ESM4 C6000,0.55,0.85,ESM4 C6000,0.55,0.85
2024-04-04 22:00:00.404144732+00:00,ESM4 C5800,2.05,2.6,ESM4 C5800,2.05,2.6
2024-04-04 22:00:00.406839758+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.406847412+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.414516763+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.414523624+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.433857869+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.458511932+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.458519100+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.472050337+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.473429019+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.533933584+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.533940546+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.560274208+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.560280992+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.560411011+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.648887491+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.648894731+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.662476476+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.766969145+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.766975493+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.772647833+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.772654263+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.786783306+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.786790218+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.797201360+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.824730897+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.824973639+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.903735555+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.903742256+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.920561584+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.920568235+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.945094545+00:00,ESM4,5201.0,5201.25,ESM4,5201.0,5201.25
2024-04-04 22:00:00.945101503+00:00,ESM4,5201.0,5201.5,ESM4,5201.0,5201.5
2024-04-04 22:00:00.945200014+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945223268+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945328374+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945533537+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945598021+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945716423+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.945826653+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.949329632+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.949337460+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.949554398+00:00,ESM4,5201.25,5201.5,ESM4,5201.25,5201.5
2024-04-04 22:00:00.949562206+00:00,ESM4,5201.25,5201.75,ESM4,5201.25,5201.75
2024-04-04 22:00:00.949682456+00:00,ESM4,5201.25,5201.75,ESM4,5201.25,5201.75
2024-04-04 22:00:00.949877748+00:00,ESM4,5201.25,5201.75,ESM4,5201.25,5201.75
2024-04-04 22:00:00.949990107+00:00,ESM4,5201.25,5201.75,ESM4,5201.25,5201.75
2024-04-04 22:00:00.950626705+00:00,ESM4,5201.25,5201.75,ESM4,5201.25,5201.75
2024-04-04 22:00:00.951009142+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951118466+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951127589+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951135105+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951221979+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951568269+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.951660790+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954166362+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954173735+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954461813+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954469083+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954622376+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.954629672+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.955150555+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.955267523+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.958510736+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.960328794+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:00.960336110+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.017381200+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.022180068+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.041076291+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.042779788+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.053122651+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
2024-04-04 22:00:01.055687008+00:00,ESM4,5201.5,5201.75,ESM4,5201.5,5201.75
