ts_recv,raw_symbol,expiration,instrument_class,strike_price,underlying,instrument_id,time,diff
1712275200000000000,"ESZ4 C5100",1734705000000000000,"C",5100.0,"ESZ4",434835,1721398215586,1
1712275200000000000,"UD:1V: VT 2622890",1712354340000000000,"T",9223372036.854776,"",2622890,1721398215586,1
1712275200000000000,"UD:1V: GT 2519583",1712354340000000000,"T",9223372036.854776,"",2519583,1721398215586,1
1712275200000000000,"ESU5 C1300",1758288600000000000,"C",1300.0,"ESU5",42196475,1721398215586,1
1712275200000000000,"ESZ7 C4800",1829053800000000000,"C",4800.0,"ESZ7",686759,1721398215586,1
1712275200000000000,"ESZ6 P3900",1797604200000000000,"P",3900.0,"ESZ6",189508,1721398215586,1
1712275200000000000,"UD:1V: VT 2528764",1712354340000000000,"T",9223372036.854776,"",2528764,1721398215586,1
1712275200000000000,"UD:1V: VT 2519102",1712354340000000000,"T",9223372036.854776,"",2519102,1721398215586,1
1712275200000000000,"ESZ8 C3500",1860503400000000000,"C",3500.0,"ESZ8",42340952,1721398215586,1
1712275200000000000,"UD:1V: GN 2503102",1712354340000000000,"T",9223372036.854776,"",2503102,1721398215586,1
1712275200000000000,"ESU4 C4850",1726839000000000000,"C",4850.0,"ESU4",42154879,1721398215586,1
1712275200000000000,"ESZ8 C2600",1860503400000000000,"C",2600.0,"ESZ8",42341577,1721398215586,1
1712275200000000000,"ESM5 P4900",1750426200000000000,"P",4900.0,"ESM5",357300,1721398215586,1
1712346857830611386,"UD:1V: ST 2803084",1712354340000000000,"T",9223372036.854776,"",2803084,1721398215586,1
1712275200000000000,"ESM4 C2650",1718976600000000000,"C",2650.0,"ESM4",42212486,1721398215586,1
1712275200000000000,"ESZ5 C4700",1766154600000000000,"C",4700.0,"ESZ5",434904,1721398215586,1
1712275200000000000,"ESZ7 P5400",1829053800000000000,"P",5400.0,"ESZ7",718730,1721398215586,1
1712275200000000000,"UD:1V: VT 2765656",1712354340000000000,"T",9223372036.854776,"",2765656,1721398215586,1
1712275200000000000,"ESH6 C5100",1774013400000000000,"C",5100.0,"ESH6",42427505,1721398215586,1
1712275200000000000,"ESH5 C5500",1742563800000000000,"C",5500.0,"ESH5",204974,1721398215586,1
1712275200000000000,"UD:1V: VT 2510144",1712354340000000000,"T",9223372036.854776,"",2510144,1721398215586,1
1712275200000000000,"ESM5 P6500",1750426200000000000,"P",6500.0,"ESM5",4109544,1721398215586,1
1712275200000000000,"ESZ5 C2400",1766154600000000000,"C",2400.0,"ESZ5",340589,1721398215586,1
1712275200000000000,"ESH6 P4300",1774013400000000000,"P",4300.0,"ESH6",42430450,1721398215586,1
1712275200000000000,"UD:1V: VT 2509154",1712354340000000000,"T",9223372036.854776,"",2509154,1721398215586,1
1712275200000000000,"ESM4 C4475",1718976600000000000,"C",4475.0,"ESM4",42428990,1721398215586,1
1712275200000000000,"ESU5 P2000",1758288600000000000,"P",2000.0,"ESU5",42197589,1721398215586,1
1712275200000000000,"ESZ8 C1800",1860503400000000000,"C",1800.0,"ESZ8",42342787,1721398215586,1
1712275200000000000,"ESH5 C7200",1742563800000000000,"C",7200.0,"ESH5",42226752,1721398215586,1
1712322750531558510,"UD:1V: 12 2788957",1712354340000000000,"T",9223372036.854776,"",2788957,1721398215586,1
1712275200000000000,"ESU4 P2200",1726839000000000000,"P",2200.0,"ESU4",739083,1721398215586,1
1712275200000000000,"ESU4 P1100",1726839000000000000,"P",1100.0,"ESU4",657911,1721398215586,1
1712275200000000000,"ESZ6 C6300",1797604200000000000,"C",6300.0,"ESZ6",571476,1721398215586,1
1712275200000000000,"ESM5 P1400",1750426200000000000,"P",1400.0,"ESM5",570187,1721398215586,1
1712275200000000000,"ESH5 C7000",1742563800000000000,"C",7000.0,"ESH5",42307149,1721398215586,1
1712319508038447284,"UD:1V: VT 2786389",1712354340000000000,"T",9223372036.854776,"",2786389,1721398215586,1
1712275200000000000,"ESZ4 P1200",1734705000000000000,"P",1200.0,"ESZ4",583673,1721398215586,1
1712275200000000000,"ESU5 P3800",1758288600000000000,"P",3800.0,"ESU5",42195926,1721398215586,1
1712275200000000000,"ESZ8 P3600",1860503400000000000,"P",3600.0,"ESZ8",42342180,1721398215586,1
1712275200000000000,"ESM5 P5600",1750426200000000000,"P",5600.0,"ESM5",781743,1721398215586,1
1712275200000000000,"ESZ4 P3550",1734705000000000000,"P",3550.0,"ESZ4",42322536,1721398215586,1
1712275200000000000,"UD:1V: VT 2623376",1712354340000000000,"T",9223372036.854776,"",2623376,1721398215586,1
1712275200000000000,"ESU4 C3750",1726839000000000000,"C",3750.0,"ESU4",42202843,1721398215586,1
1712275200000000000,"ESH6 C5900",1774013400000000000,"C",5900.0,"ESH6",42427506,1721398215586,1
1712275200000000000,"UD:1V: IC 2622804",1712354340000000000,"T",9223372036.854776,"",2622804,1721398215586,1
1712275200000000000,"ESU5 C3600",1758288600000000000,"C",3600.0,"ESU5",42195367,1721398215586,1
1712275200000000000,"UD:1V: RR 2540444",1712354340000000000,"T",9223372036.854776,"",2540444,1721398215586,1
1712275200000000000,"ESZ5 P7300",1766154600000000000,"P",7300.0,"ESZ5",42321644,1721398215586,1
1712275200000000000,"ESZ8 P6300",1860503400000000000,"P",6300.0,"ESZ8",42341587,1721398215586,1
1712275200000000000,"ESZ6 C4300",1797604200000000000,"C",4300.0,"ESZ6",712215,1721398215586,1
1712318942500794843,"UD:1V: RR 2786182",1712354340000000000,"T",9223372036.854776,"",2786182,1721398215586,1
1712275200000000000,"UD:1V: GN 2623430",1712354340000000000,"T",9223372036.854776,"",2623430,1721398215586,1
1712275200000000000,"UD:1V: SG 2559294",1712354340000000000,"T",9223372036.854776,"",2559294,1721398215586,1
1712275200000000000,"ESM4 P5270",1718976600000000000,"P",5270.0,"ESM4",42405969,1721398215586,1
1712275200000000000,"UD:1V: GN 2761900",1712354340000000000,"T",9223372036.854776,"",2761900,1721398215586,1
1712275200000000000,"UD:1V: GN 2506472",1712354340000000000,"T",9223372036.854776,"",2506472,1721398215586,1
1712275200000000000,"ESZ5 C5300",1766154600000000000,"C",5300.0,"ESZ5",434922,1721398215586,1
1712275200000000000,"ESZ8 C6000",1860503400000000000,"C",6000.0,"ESZ8",42341575,1721398215586,1
1712275200000000000,"ESU4 P0900",1726839000000000000,"P",900.0,"ESU4",326843,1721398215586,1
1712275200000000000,"UD:1V: GN 2506027",1712354340000000000,"T",9223372036.854776,"",2506027,1721398215586,1
1712275200000000000,"UD:1V: GN 2535566",1712354340000000000,"T",9223372036.854776,"",2535566,1721398215586,1
1712275200000000000,"ESZ8 C7300",1860503400000000000,"C",7300.0,"ESZ8",42344644,1721398215586,1
1712275200000000000,"ESZ6 P7700",1797604200000000000,"P",7700.0,"ESZ6",42323039,1721398215586,1
1712275200000000000,"ESM4 C7200",1718976600000000000,"C",7200.0,"ESM4",42330563,1721398215586,1
1712275200000000000,"ESZ7 C1300",1829053800000000000,"C",1300.0,"ESZ7",225483,1721398215586,1
1712275200000000000,"ESU5 C7200",1758288600000000000,"C",7200.0,"ESU5",42356398,1721398215586,1
1712275200000000000,"UD:1V: 12 2564706",1712354340000000000,"T",9223372036.854776,"",2564706,1721398215586,1
1712275200000000000,"UD:1V: VT 2564904",1712354340000000000,"T",9223372036.854776,"",2564904,1721398215586,1
1712275200000000000,"ESU5 C6500",1758288600000000000,"C",6500.0,"ESU5",42196472,1721398215586,1
1712275200000000000,"UD:1V: VT 2679968",1712354340000000000,"T",9223372036.854776,"",2679968,1721398215586,1
1712275200000000000,"ESZ5 C4200",1766154600000000000,"C",4200.0,"ESZ5",626157,1721398215586,1
1712275200000000000,"ESZ5 P7700",1766154600000000000,"P",7700.0,"ESZ5",274864,1721398215586,1
1712275200000000000,"ESZ4 C1200",1734705000000000000,"C",1200.0,"ESZ4",385337,1721398215586,1
1712275200000000000,"UD:1V: SG 2621356",1712354340000000000,"T",9223372036.854776,"",2621356,1721398215586,1
1712275200000000000,"ESM4 C1700",1718976600000000000,"C",1700.0,"ESM4",424428,1721398215586,1
1712275200000000000,"ESU5 P3200",1758288600000000000,"P",3200.0,"ESU5",42198134,1721398215586,1
1712275200000000000,"ESZ5 C3700",1766154600000000000,"C",3700.0,"ESZ5",509419,1721398215586,1
1712275200000000000,"UD:1V: GN 2579137",1712354340000000000,"T",9223372036.854776,"",2579137,1721398215586,1
1712275200000000000,"ESH5 P4900",1742563800000000000,"P",4900.0,"ESH5",333219,1721398215586,1
1712275200000000000,"ESZ4 P5450",1734705000000000000,"P",5450.0,"ESZ4",42350479,1721398215586,1
1712275200000000000,"ESZ4 P4000",1734705000000000000,"P",4000.0,"ESZ4",788037,1721398215586,1
1712275200000000000,"ESZ4 C3950",1734705000000000000,"C",3950.0,"ESZ4",42324122,1721398215586,1
1712275200000000000,"UD:1V: VT 2504329",1712354340000000000,"T",9223372036.854776,"",2504329,1721398215586,1
1712275200000000000,"UD:1V: VT 2688780",1712354340000000000,"T",9223372036.854776,"",2688780,1721398215586,1
1712275200000000000,"UD:1V: GN 2528811",1712354340000000000,"T",9223372036.854776,"",2528811,1721398215586,1
1712275200000000000,"ESH5 P6600",1742563800000000000,"P",6600.0,"ESH5",4245026,1721398215586,1
1712275200000000000,"UD:1V: HO 2679411",1712354340000000000,"T",9223372036.854776,"",2679411,1721398215586,1
1712275200000000000,"UD:1V: VT 2502681",1712354340000000000,"T",9223372036.854776,"",2502681,1721398215586,1
1712275200000000000,"ESZ8 P4400",1860503400000000000,"P",4400.0,"ESZ8",42344041,1721398215586,1
1712322262329262482,"UD:1V: 12 2788666",1712354340000000000,"T",9223372036.854776,"",2788666,1721398215586,1
1712275200000000000,"ESZ4 P5050",1734705000000000000,"P",5050.0,"ESZ4",42295505,1721398215586,1
1712275200000000000,"ESZ8 C1100",1860503400000000000,"C",1100.0,"ESZ8",42344031,1721398215586,1
1712275200000000000,"UD:1V: GN 2553033",1712354340000000000,"T",9223372036.854776,"",2553033,1721398215586,1
1712275200000000000,"ESZ8 P4800",1860503400000000000,"P",4800.0,"ESZ8",42342792,1721398215586,1
1712275200000000000,"ESM4 C0900",1718976600000000000,"C",900.0,"ESM4",778687,1721398215586,1
1712275200000000000,"ESM4 P4050",1718976600000000000,"P",4050.0,"ESM4",4162748,1721398215586,1
1712275200000000000,"ESU5 P3700",1758288600000000000,"P",3700.0,"ESU5",42197028,1721398215586,1
1712275200000000000,"UD:1V: SG 2621355",1712354340000000000,"T",9223372036.854776,"",2621355,1721398215586,1
1712275200000000000,"ESH5 C3550",1742563800000000000,"C",3550.0,"ESH5",42371186,1721398215586,1
1712275200000000000,"UD:1V: GT 2624747",1712354340000000000,"T",9223372036.854776,"",2624747,1721398215586,1
1712285333473988147,"UD:1V: VT 2768804",1712354340000000000,"T",9223372036.854776,"",2768804,1721398215586,1
1712275200000000000,"ESM4 C2200",1718976600000000000,"C",2200.0,"ESM4",497557,1721398215586,1
1712275200000000000,"ESU4 P6150",1726839000000000000,"P",6150.0,"ESU4",42311741,1721398215586,1
1712275200000000000,"ESH5 C5750",1742563800000000000,"C",5750.0,"ESH5",42333568,1721398215586,1
1712275200000000000,"ESZ7 C9500",1829053800000000000,"C",9500.0,"ESZ7",81584,1721398215586,1
1712275200000000000,"ESH6 P7500",1774013400000000000,"P",7500.0,"ESH6",42429675,1721398215586,1
1712275200000000000,"ESM4 C3350",1718976600000000000,"C",3350.0,"ESM4",4162332,1721398215586,1
1712275200000000000,"ESM5 P3000",1750426200000000000,"P",3000.0,"ESM5",472949,1721398215586,1
1712275200000000000,"ESU4 P6800",1726839000000000000,"P",6800.0,"ESU4",42298693,1721398215586,1
1712275200000000000,"UD:1V: SG 2621852",1712354340000000000,"T",9223372036.854776,"",2621852,1721398215586,1
1712325434777710759,"UD:1V: 12 2791117",1712354340000000000,"T",9223372036.854776,"",2791117,1721398215586,1
1712275200000000000,"ESZ5 C5500",1766154600000000000,"C",5500.0,"ESZ5",749798,1721398215586,1
1712275200000000000,"ESM4 P4625",1718976600000000000,"P",4625.0,"ESM4",42426731,1721398215586,1
1712275200000000000,"UD:1V: VT 2576854",1712354340000000000,"T",9223372036.854776,"",2576854,1721398215586,1
1712275200000000000,"ESU4 C6350",1726839000000000000,"C",6350.0,"ESU4",42228062,1721398215586,1
1712275200000000000,"ESM4 P3650",1718976600000000000,"P",3650.0,"ESM4",4162334,1721398215586,1
1712275200000000000,"UD:1V: VT 2507007",1712354340000000000,"T",9223372036.854776,"",2507007,1721398215586,1
1712275200000000000,"UD:1V: 12 2742521",1712354340000000000,"T",9223372036.854776,"",2742521,1721398215586,1
1712275200000000000,"ESU4 P5150",1726839000000000000,"P",5150.0,"ESU4",42167931,1721398215586,1
1712275200000000000,"ESZ6 C7400",1797604200000000000,"C",7400.0,"ESZ6",42337303,1721398215586,1
1712275200000000000,"ESZ6 P7000",1797604200000000000,"P",7000.0,"ESZ6",4246399,1721398215586,1
1712275200000000000,"ESZ6 P2700",1797604200000000000,"P",2700.0,"ESZ6",421495,1721398215586,1
1712275200000000000,"ESM5 C7600",1750426200000000000,"C",7600.0,"ESM5",42420574,1721398215586,1
1712275200000000000,"ESZ5 P4200",1766154600000000000,"P",4200.0,"ESZ5",702487,1721398215586,1
1712275200000000000,"UD:1V: 12 2742317",1712354340000000000,"T",9223372036.854776,"",2742317,1721398215586,1
1712275200000000000,"ESH5 C5700",1742563800000000000,"C",5700.0,"ESH5",729966,1721398215586,1
1712275200000000000,"ESH6 C2500",1774013400000000000,"C",2500.0,"ESH6",42426745,1721398215586,1
1712275200000000000,"ESZ6 C2800",1797604200000000000,"C",2800.0,"ESZ6",280202,1721398215586,1
1712275200000000000,"ESU5 P1600",1758288600000000000,"P",1600.0,"ESU5",42197021,1721398215586,1
1712275200000000000,"ESU4 P5800",1726839000000000000,"P",5800.0,"ESU4",490846,1721398215586,1
1712275200000000000,"ESM5 P6200",1750426200000000000,"P",6200.0,"ESM5",232700,1721398215586,1
1712275200000000000,"ESU5 C1700",1758288600000000000,"C",1700.0,"ESU5",42196477,1721398215586,1
1712275200000000000,"ESU4 C5050",1726839000000000000,"C",5050.0,"ESU4",42167926,1721398215586,1
1712275200000000000,"ESZ4 C2700",1734705000000000000,"C",2700.0,"ESZ4",526859,1721398215586,1
1712275200000000000,"ESH6 C3100",1774013400000000000,"C",3100.0,"ESH6",42431185,1721398215586,1
1712275200000000000,"UD:1V: BO 2765388",1712354340000000000,"T",9223372036.854776,"",2765388,1721398215586,1
1712275200000000000,"UD:1V: GN 2541168",1712354340000000000,"T",9223372036.854776,"",2541168,1721398215586,1
1712340530045628950,"UD:1V: IC 2800563",1712354340000000000,"T",9223372036.854776,"",2800563,1721398215586,1
1712275200000000000,"ESZ7 P9000",1829053800000000000,"P",9000.0,"ESZ7",81519,1721398215586,1
1712275200000000000,"ESM4 C6150",1718976600000000000,"C",6150.0,"ESM4",42317295,1721398215586,1
1712275200000000000,"UD:1V: SG 2622098",1712354340000000000,"T",9223372036.854776,"",2622098,1721398215586,1
1712275200000000000,"UD:1V: GT 2651576",1712354340000000000,"T",9223372036.854776,"",2651576,1721398215586,1
1712275200000000000,"ESZ7 P4900",1829053800000000000,"P",4900.0,"ESZ7",223096,1721398215586,1
1712275200000000000,"ESZ4 C6200",1734705000000000000,"C",6200.0,"ESZ4",731943,1721398215586,1
1712275200000000000,"UD:1V: IC 2571147",1712354340000000000,"T",9223372036.854776,"",2571147,1721398215586,1
1712275200000000000,"UD:1V: VT 2541855",1712354340000000000,"T",9223372036.854776,"",2541855,1721398215586,1
1712275200000000000,"ESZ8 P8200",1860503400000000000,"P",8200.0,"ESZ8",42347322,1721398215586,1
1712275200000000000,"ESM4 C5770",1718976600000000000,"C",5770.0,"ESM4",42396790,1721398215586,1
1712275200000000000,"ESM5 C7400",1750426200000000000,"C",7400.0,"ESM5",42307165,1721398215586,1
1712275200000000000,"ESM5 C2200",1750426200000000000,"C",2200.0,"ESM5",356363,1721398215586,1
1712275200000000000,"UD:1V: GT 2766128",1712354340000000000,"T",9223372036.854776,"",2766128,1721398215586,1
1712275200000000000,"ESM4 C5525",1718976600000000000,"C",5525.0,"ESM4",42397124,1721398215586,1
1712275200000000000,"ESM4 C4725",1718976600000000000,"C",4725.0,"ESM4",42431167,1721398215586,1
1712275200000000000,"ESU5 C6900",1758288600000000000,"C",6900.0,"ESU5",42331919,1721398215586,1
1712324433798373425,"UD:1V: GN 2790247",1712354340000000000,"T",9223372036.854776,"",2790247,1721398215586,1
1712275200000000000,"ESM4 C2600",1718976600000000000,"C",2600.0,"ESM4",301041,1721398215586,1
1712275200000000000,"ESU4 P5850",1726839000000000000,"P",5850.0,"ESU4",42323739,1721398215586,1
1712275200000000000,"UD:1V: VT 2530204",1712354340000000000,"T",9223372036.854776,"",2530204,1721398215586,1
1712275200000000000,"UD:1V: GT 2519544",1712354340000000000,"T",9223372036.854776,"",2519544,1721398215586,1
1712275200000000000,"ESZ4 C2200",1734705000000000000,"C",2200.0,"ESZ4",434825,1721398215586,1
1712275200000000000,"ESU4 C3450",1726839000000000000,"C",3450.0,"ESU4",42203288,1721398215586,1
1712275200000000000,"UD:1V: SG 2525391",1712354340000000000,"T",9223372036.854776,"",2525391,1721398215586,1
1712275200000000000,"ESM5 P2700",1750426200000000000,"P",2700.0,"ESM5",348201,1721398215586,1
1712275200000000000,"ESZ5 P4600",1766154600000000000,"P",4600.0,"ESZ5",780227,1721398215586,1
1712275200000000000,"ESU5 C1400",1758288600000000000,"C",1400.0,"ESU5",42197023,1721398215586,1
1712275200000000000,"ESZ8 P4700",1860503400000000000,"P",4700.0,"ESZ8",42341590,1721398215586,1
1712275200000000000,"ESM4 C5050",1718976600000000000,"C",5050.0,"ESM4",4163170,1721398215586,1
1712275200000000000,"UD:1V: GT 2519588",1712354340000000000,"T",9223372036.854776,"",2519588,1721398215586,1
1712275200000000000,"ESM4 C5500",1718976600000000000,"C",5500.0,"ESM4",698742,1721398215586,1
1712338350834451577,"UD:1V: VT 2799660",1712354340000000000,"T",9223372036.854776,"",2799660,1721398215586,1
1712275200000000000,"UD:1V: SG 2508094",1712354340000000000,"T",9223372036.854776,"",2508094,1721398215586,1
1712275200000000000,"ESM4 C5515",1718976600000000000,"C",5515.0,"ESM4",42397120,1721398215586,1
1712275200000000000,"ESU5 P4600",1758288600000000000,"P",4600.0,"ESU5",42195366,1721398215586,1
1712275200000000000,"ESU4 P3750",1726839000000000000,"P",3750.0,"ESU4",42176538,1721398215586,1
1712275200000000000,"UD:1V: VT 2543005",1712354340000000000,"T",9223372036.854776,"",2543005,1721398215586,1
1712275200000000000,"UD:1V: SG 2621711",1712354340000000000,"T",9223372036.854776,"",2621711,1721398215586,1
1712275200000000000,"ESU4 C0800",1726839000000000000,"C",800.0,"ESU4",613327,1721398215586,1
1712275200000000000,"ESZ4 C4050",1734705000000000000,"C",4050.0,"ESZ4",42277798,1721398215586,1
1712275200000000000,"UD:1V: GN 2692040",1712354340000000000,"T",9223372036.854776,"",2692040,1721398215586,1
1712275200000000000,"ESU4 P3300",1726839000000000000,"P",3300.0,"ESU4",152439,1721398215586,1
1712275200000000000,"UD:1V: GN 2509776",1712354340000000000,"T",9223372036.854776,"",2509776,1721398215586,1
1712275200000000000,"ESH6 C1100",1774013400000000000,"C",1100.0,"ESH6",42429676,1721398215586,1
1712275200000000000,"UD:1V: GN 2718378",1712347200000000000,"T",9223372036.854776,"",2718378,1721398215586,1
1712275200000000000,"ESM4 P4750",1718976600000000000,"P",4750.0,"ESM4",4163172,1721398215586,1
1712275200000000000,"ESH5 C5050",1742563800000000000,"C",5050.0,"ESH5",42402140,1721398215586,1
1712275200000000000,"ESZ8 P2400",1860503400000000000,"P",2400.0,"ESZ8",42340966,1721398215586,1
1712275200000000000,"ESM4 P4200",1718976600000000000,"P",4200.0,"ESM4",170179,1721398215586,1
1712275200000000000,"ESZ7 C6700",1829053800000000000,"C",6700.0,"ESZ7",272815,1721398215586,1
1712275200000000000,"ESM5 P7400",1750426200000000000,"P",7400.0,"ESM5",42304896,1721398215586,1
1712275200000000000,"ESM5 P6400",1750426200000000000,"P",6400.0,"ESM5",83135,1721398215586,1
1712275200000000000,"ESM4 C4275",1718976600000000000,"C",4275.0,"ESM4",42431934,1721398215586,1
1712275200000000000,"ESH5 P3750",1742563800000000000,"P",3750.0,"ESH5",42333546,1721398215586,1
1712275200000000000,"UD:1V: 12 2520073",1712354340000000000,"T",9223372036.854776,"",2520073,1721398215586,1
1712275200000000000,"UD:1V: VT 2740912",1712354340000000000,"T",9223372036.854776,"",2740912,1721398215586,1
1712275200000000000,"UD:1V: 12 2742524",1712354340000000000,"T",9223372036.854776,"",2742524,1721398215586,1
1712275200000000000,"ESZ8 P1200",1860503400000000000,"P",1200.0,"ESZ8",42344027,1721398215586,1
1712346935006059901,"UD:1V: VT 2803117",1712354340000000000,"T",9223372036.854776,"",2803117,1721398215586,1
1712339729523166461,"UD:1V: GN 2800207",1712354340000000000,"T",9223372036.854776,"",2800207,1721398215586,1
1712275200000000000,"ESM4 C3150",1718976600000000000,"C",3150.0,"ESM4",4161488,1721398215586,1
1712275200000000000,"ESH6 P4100",1774013400000000000,"P",4100.0,"ESH6",42431178,1721398215586,1
1712275200000000000,"ESH5 C5450",1742563800000000000,"C",5450.0,"ESH5",42412720,1721398215586,1
1712275200000000000,"ESZ4 P5550",1734705000000000000,"P",5550.0,"ESZ4",42322538,1721398215586,1
1712275200000000000,"UD:1V: VT 2718154",1712354340000000000,"T",9223372036.854776,"",2718154,1721398215586,1
1712322856237702143,"UD:1V: 12 2789021",1712354340000000000,"T",9223372036.854776,"",2789021,1721398215586,1
1712275200000000000,"ESZ6 C6100",1797604200000000000,"C",6100.0,"ESZ6",539865,1721398215586,1
1712275200000000000,"ESU5 C3500",1758288600000000000,"C",3500.0,"ESU5",42195932,1721398215586,1
1712275200000000000,"UD:1V: GN 2556253",1712354340000000000,"T",9223372036.854776,"",2556253,1721398215586,1
1712275200000000000,"UD:1V: GN 2514953",1712354340000000000,"T",9223372036.854776,"",2514953,1721398215586,1
1712275200000000000,"ESU4 C3250",1726839000000000000,"C",3250.0,"ESU4",42179920,1721398215586,1
1712275200000000000,"UD:1V: GT 2546603",1712354340000000000,"T",9223372036.854776,"",2546603,1721398215586,1
1712275200000000000,"ESH6 P7200",1774013400000000000,"P",7200.0,"ESH6",42430454,1721398215586,1
1712275200000000000,"ESU4 P5650",1726839000000000000,"P",5650.0,"ESU4",42318917,1721398215586,1
1712275200000000000,"UD:1V: GN 2520971",1712354340000000000,"T",9223372036.854776,"",2520971,1721398215586,1
1712275200000000000,"ESH5 C3450",1742563800000000000,"C",3450.0,"ESH5",42371184,1721398215586,1
1712275200000000000,"ESH5 C5250",1742563800000000000,"C",5250.0,"ESH5",42333567,1721398215586,1
1712275200000000000,"UD:1V: HO 2502942",1712354340000000000,"T",9223372036.854776,"",2502942,1721398215586,1
1712275200000000000,"UD:1V: SG 2621813",1712354340000000000,"T",9223372036.854776,"",2621813,1721398215586,1
1712275200000000000,"UD:1V: GN 2541358",1712354340000000000,"T",9223372036.854776,"",2541358,1721398215586,1
1712275200000000000,"ESH5 P4750",1742563800000000000,"P",4750.0,"ESH5",42412723,1721398215586,1
1712275200000000000,"ESH5 C2600",1742563800000000000,"C",2600.0,"ESH5",245619,1721398215586,1
1712275200000000000,"ESH6 P2700",1774013400000000000,"P",2700.0,"ESH6",42430445,1721398215586,1
1712275200000000000,"ESU5 C4800",1758288600000000000,"C",4800.0,"ESU5",42199266,1721398215586,1
1712275200000000000,"UD:1V: VT 2506267",1712354340000000000,"T",9223372036.854776,"",2506267,1721398215586,1
1712275200000000000,"ESZ5 C1500",1766154600000000000,"C",1500.0,"ESZ5",638328,1721398215586,1
1712333921511143285,"UD:1V: DG 2797597",1712354340000000000,"T",9223372036.854776,"",2797597,1721398215586,1
1712275200000000000,"ESH6 P5800",1774013400000000000,"P",5800.0,"ESH6",42429003,1721398215586,1
1712275200000000000,"ESZ5 P1200",1766154600000000000,"P",1200.0,"ESZ5",208405,1721398215586,1
1712275200000000000,"ESZ4 C2400",1734705000000000000,"C",2400.0,"ESZ4",266242,1721398215586,1
1712275200000000000,"ESU5 C6100",1758288600000000000,"C",6100.0,"ESU5",42195357,1721398215586,1
1712275200000000000,"ESZ6 C5900",1797604200000000000,"C",5900.0,"ESZ6",501764,1721398215586,1
1712275200000000000,"ESH5 C3650",1742563800000000000,"C",3650.0,"ESH5",42402139,1721398215586,1
1712275200000000000,"ESZ5 C7700",1766154600000000000,"C",7700.0,"ESZ5",274849,1721398215586,1
1712275200000000000,"ESZ4 P4650",1734705000000000000,"P",4650.0,"ESZ4",42295504,1721398215586,1
1712275200000000000,"ESU4 P1800",1726839000000000000,"P",1800.0,"ESU4",262575,1721398215586,1
1712275200000000000,"UD:1V: CO 2530733",1712354340000000000,"T",9223372036.854776,"",2530733,1721398215586,1
1712275200000000000,"ESM4 C5810",1718976600000000000,"C",5810.0,"ESM4",42396792,1721398215586,1
1712275200000000000,"ESM5 C2000",1750426200000000000,"C",2000.0,"ESM5",357613,1721398215586,1
1712275200000000000,"ESM5 P5700",1750426200000000000,"P",5700.0,"ESM5",466471,1721398215586,1
1712275200000000000,"UD:1V: CO 2741432",1712354340000000000,"T",9223372036.854776,"",2741432,1721398215586,1
1712275200000000000,"ESH5 P4050",1742563800000000000,"P",4050.0,"ESH5",42420166,1721398215586,1
1712275200000000000,"ESU4 C3600",1726839000000000000,"C",3600.0,"ESU4",503161,1721398215586,1
1712275200000000000,"UD:1V: VT 2765161",1712354340000000000,"T",9223372036.854776,"",2765161,1721398215586,1
1712275200000000000,"ESM4 P5950",1718976600000000000,"P",5950.0,"ESM4",42349344,1721398215586,1
1712275200000000000,"ESZ4 C4150",1734705000000000000,"C",4150.0,"ESZ4",42277800,1721398215586,1
1712275200000000000,"ESZ5 C2900",1766154600000000000,"C",2900.0,"ESZ5",329302,1721398215586,1
1712275200000000000,"ESZ7 C1900",1829053800000000000,"C",1900.0,"ESZ7",519954,1721398215586,1
1712275200000000000,"UD:1V: GN 2621246",1712354340000000000,"T",9223372036.854776,"",2621246,1721398215586,1
1712275200000000000,"ESM5 P4600",1750426200000000000,"P",4600.0,"ESM5",332389,1721398215586,1
1712275200000000000,"ESZ5 C1800",1766154600000000000,"C",1800.0,"ESZ5",421802,1721398215586,1
1712275200000000000,"UD:1V: GN 2766514",1712354340000000000,"T",9223372036.854776,"",2766514,1721398215586,1
1712275200000000000,"UD:1V: VT 2576933",1712354340000000000,"T",9223372036.854776,"",2576933,1721398215586,1
1712275200000000000,"UD:1V: VT 2528338",1712354340000000000,"T",9223372036.854776,"",2528338,1721398215586,1
1712275200000000000,"ESZ5 P7100",1766154600000000000,"P",7100.0,"ESZ5",42306105,1721398215586,1
1712275200000000000,"UD:1V: GN 2679535",1712354340000000000,"T",9223372036.854776,"",2679535,1721398215586,1
1712275200000000000,"ESZ4 P6300",1734705000000000000,"P",6300.0,"ESZ4",271816,1721398215586,1
1712275200000000000,"ESZ4 C4750",1734705000000000000,"C",4750.0,"ESZ4",42350475,1721398215586,1
1712275200000000000,"UD:1V: VT 2535390",1712354340000000000,"T",9223372036.854776,"",2535390,1721398215586,1
1712275200000000000,"ESZ5 C4000",1766154600000000000,"C",4000.0,"ESZ5",439864,1721398215586,1
1712275200000000000,"ESM4 P5825",1718976600000000000,"P",5825.0,"ESM4",42377588,1721398215586,1
1712279026060905127,"UD:1V: GN 2768173",1712354340000000000,"T",9223372036.854776,"",2768173,1721398215586,1
1712275200000000000,"UD:1V: IC 2538375",1712354340000000000,"T",9223372036.854776,"",2538375,1721398215586,1
1712292649890002569,"UD:1V: VT 2772340",1712354340000000000,"T",9223372036.854776,"",2772340,1721398215586,1
